# Reference library (divisor): mut
# Comparison library (numerator): wt
Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	mut_R1 raw countings	mut_R2 raw countings	wt_R1 raw countings	wt_R2 raw countings	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_003901.1	Protein Homology	CDS	486587	486982	.	-	0	ID=cds-WP_015411053.1;Parent=gene-MM_RS02045;Dbxref=GenBank:WP_015411053.1,GeneID:1478721;Name=WP_015411053.1;Ontology_term=GO:0003676;gbkey=CDS;go_function=nucleic acid binding|0003676||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411053.1;locus_tag=MM_RS02045;product=OB-fold nucleic acid binding domain-containing protein;protein_id=WP_015411053.1;transl_table=11	247.0	259.0	211.0	223.0	241.727004488949	0.530417992620784	0.217392069923657	2.43991417353473	0.014690751697925	0.0776473003379415
sense	NC_003901.1	Protein Homology	CDS	487168	487650	.	-	0	ID=cds-WP_011032334.1;Parent=gene-MM_RS02050;Dbxref=GenBank:WP_011032334.1,GeneID:1478722;Name=WP_011032334.1;Ontology_term=GO:0006457,GO:0003755,GO:0046872;gbkey=CDS;go_function=peptidyl-prolyl cis-trans isomerase activity|0003755||IEA,metal ion binding|0046872||IEA;go_process=protein folding|0006457||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032334.1;locus_tag=MM_RS02050;product=FKBP-type peptidyl-prolyl cis-trans isomerase;protein_id=WP_011032334.1;transl_table=11	50.0	90.0	20.0	42.0	44.765006290873	-0.266069072635138	0.295802971264011	-0.899480730359754	0.36839665524787	NA
sense	NC_003901.1	Protein Homology	CDS	487779	488333	.	-	0	ID=cds-WP_048045987.1;Parent=gene-MM_RS02055;Dbxref=GenBank:WP_048045987.1,GeneID:1478723;Name=WP_048045987.1;Ontology_term=GO:0006457,GO:0003755,GO:0046872;gbkey=CDS;go_function=peptidyl-prolyl cis-trans isomerase activity|0003755||IEA,metal ion binding|0046872||IEA;go_process=protein folding|0006457||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411054.1;locus_tag=MM_RS02055;product=FKBP-type peptidyl-prolyl cis-trans isomerase;protein_id=WP_048045987.1;transl_table=11	209.33333333333334	251.0	48.5	99.5	132.190643160613	-0.739249736493086	0.233667290089979	-3.1636851534009	0.00155785224524785	0.0145302691479122
sense	NC_003901.1	Protein Homology	CDS	488339	488821	.	-	0	ID=cds-WP_048045844.1;Parent=gene-MM_RS02060;Dbxref=GenBank:WP_048045844.1,GeneID:1478724;Name=WP_048045844.1;Ontology_term=GO:0006457,GO:0003755,GO:0046872;gbkey=CDS;go_function=peptidyl-prolyl cis-trans isomerase activity|0003755||IEA,metal ion binding|0046872||IEA;go_process=protein folding|0006457||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032336.1;locus_tag=MM_RS02060;product=FKBP-type peptidyl-prolyl cis-trans isomerase;protein_id=WP_048045844.1;transl_table=11	216.0	262.0	94.5	148.5	167.216259955739	-0.16744805800958	0.213224989969857	-0.785311599889168	0.432270896303956	0.685923305434279
sense	NC_003901.1	Protein Homology	CDS	489007	489648	.	-	0	ID=cds-WP_011032337.1;Parent=gene-MM_RS02065;Dbxref=GenBank:WP_011032337.1,GeneID:1478725;Name=WP_011032337.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032337.1;locus_tag=MM_RS02065;product=SdpI family protein;protein_id=WP_011032337.1;transl_table=11	351.8333333333333	442.0	238.0	313.16666666666663	329.026218933265	0.263919186616615	0.185234913954558	1.42478100365765	0.15422051515053	0.37804647045956
sense	NC_003901.1	GeneMarkS-2+	CDS	489788	489961	.	-	0	ID=cds-WP_155395192.1;Parent=gene-MM_RS18210;Dbxref=GenBank:WP_155395192.1,GeneID:43445790;Name=WP_155395192.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS18210;product=hypothetical protein;protein_id=WP_155395192.1;transl_table=11	23.1	43.1	24.0	36.0	31.3855823556297	0.443345578856286	0.310167986937172	1.42937246114342	0.152897209262268	NA
sense	NC_003901.1	Protein Homology	CDS	490131	492449	.	+	0	ID=cds-WP_155395394.1;Parent=gene-MM_RS02070;Dbxref=GenBank:WP_155395394.1,GeneID:1478726;Name=WP_155395394.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411057.1;locus_tag=MM_RS02070;product=PGF-pre-PGF domain-containing protein;protein_id=WP_155395394.1;transl_table=11	504.0625	633.5	237.0	341.0	400.006852648238	-0.158419815488047	0.175098427094899	-0.904747221984964	0.365599317853238	0.62079276693888
sense	NC_003901.1	tRNAscan-SE	tRNA	492804	492875	.	-	.	ID=rna-MM_RS02075;Parent=gene-MM_RS02075;Dbxref=GeneID:2820516;anticodon=(pos:complement(492841..492843));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MM_RS02075;product=tRNA-Ala	953.5	981.0	539.0	921.5	832.230665703994	0.329012866146083	0.170484628935103	1.92986821276026	0.053623168908958	0.194125220446253
sense	NC_003901.1	tRNAscan-SE	tRNA	493102	493178	.	+	.	ID=rna-MM_RS02080;Parent=gene-MM_RS02080;Dbxref=GeneID:2820517;anticodon=(pos:493136..493138);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MM_RS02080;product=tRNA-Ile	799.75	907.0	506.5	922.5833333333334	773.455063149073	0.469728502439878	0.166051992225969	2.82880377490839	0.00467223363492306	0.0336192652889142
sense	NC_003901.1	tRNAscan-SE	tRNA	493238	493311	.	+	.	ID=rna-MM_RS02085;Parent=gene-MM_RS02085;Dbxref=GeneID:2820509;anticodon=(pos:493272..493274);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MM_RS02085;product=tRNA-Ile	308.5	358.5	390.5	509.3333333333333	420.627592893215	1.13835583164101	0.181368304052446	6.27648716013707	3.463079698447e-10	2.34120294962452e-08
sense	NC_003901.1	Protein Homology	CDS	493828	494241	.	-	0	ID=cds-WP_011032339.1;Parent=gene-MM_RS02090;Dbxref=GenBank:WP_011032339.1,GeneID:1478727;Name=WP_011032339.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032339.1;locus_tag=MM_RS02090;product=transcriptional regulator;protein_id=WP_011032339.1;transl_table=11	786.25	1325.0	706.0	1017.0	945.616488690033	0.504220879182365	0.164409093861782	3.0668673328147	0.00216314841179047	0.0188301182363462
sense	NC_003901.1	Protein Homology	CDS	495242	495643	.	-	0	ID=cds-WP_011032340.1;Parent=gene-MM_RS02095;Dbxref=GenBank:WP_011032340.1,GeneID:1478728;Name=WP_011032340.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011023067.1;locus_tag=MM_RS02095;product=transcriptional regulator;protein_id=WP_011032340.1;transl_table=11	275.0	451.5	186.0	336.0	298.468746025612	0.290570421324389	0.192734728325516	1.50761839264191	0.131652222623139	0.345291779288996
sense	NC_003901.1	Protein Homology	CDS	496300	498717	.	+	0	ID=cds-WP_011032341.1;Parent=gene-MM_RS02100;Dbxref=GenBank:WP_011032341.1,GeneID:1478729;Name=WP_011032341.1;Ontology_term=GO:0015948,GO:0016491,GO:0051539;gbkey=CDS;gene=hdrA;go_function=oxidoreductase activity|0016491||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA;go_process=methanogenesis|0015948||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411060.1;locus_tag=MM_RS02100;product=ferredoxin:CoB-CoM heterodisulfide reductase subunit HdrA;protein_id=WP_011032341.1;transl_table=11	10191.75	11442.833333333332	4271.5	5705.083333333333	7336.29072994053	-0.291957746519185	0.150773441314865	-1.93640036317458	0.0528186850467204	0.192652343075052
sense	NC_003901.1	Protein Homology	CDS	498714	499424	.	+	0	ID=cds-WP_011032342.1;Parent=gene-MM_RS02105;Dbxref=GenBank:WP_011032342.1,GeneID:1478730;Name=WP_011032342.1;Ontology_term=GO:0015948,GO:0016491,GO:0051539;gbkey=CDS;gene=hdrC;go_function=oxidoreductase activity|0016491||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA;go_process=methanogenesis|0015948||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411061.1;locus_tag=MM_RS02105;product=ferredoxin:CoB-CoM heterodisulfide reductase subunit HdrC;protein_id=WP_011032342.1;transl_table=11	1168.0833333333333	1674.25	583.5	769.0	968.862848313584	-0.223507181100832	0.158553205608237	-1.40966674400193	0.158638108861935	0.384942389366982
sense	NC_003901.1	Protein Homology	CDS	499378	500322	.	+	0	ID=cds-WP_011032343.1;Parent=gene-MM_RS02110;Dbxref=GenBank:WP_011032343.1,GeneID:1478731;Name=WP_011032343.1;Ontology_term=GO:0015948,GO:0016491,GO:0051539;gbkey=CDS;gene=hdrB;go_function=oxidoreductase activity|0016491||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA;go_process=methanogenesis|0015948||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011023064.1;locus_tag=MM_RS02110;product=ferredoxin:CoB-CoM heterodisulfide reductase subunit HdrB;protein_id=WP_011032343.1;transl_table=11	6415.516666666666	7509.75	3566.833333333333	4592.583333333334	5295.87855997409	0.0431422342101262	0.151458831141675	0.284844626654823	0.775763180688457	0.893562492151862
sense	NC_003901.1	Protein Homology	CDS	500539	501882	.	-	0	ID=cds-WP_015411062.1;Parent=gene-MM_RS02115;Dbxref=GenBank:WP_015411062.1,GeneID:1478732;Name=WP_015411062.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411062.1;locus_tag=MM_RS02115;product=beta-propeller fold lactonase family protein;protein_id=WP_015411062.1;transl_table=11	75.55555555555556	124.5	45.5	58.5	70.8944257734896	-0.0803425833560227	0.267565513704826	-0.300272565935591	0.76396925747119	0.887753805823483
sense	NC_003901.1	Protein Homology	CDS	501994	504279	.	-	0	ID=cds-WP_011032345.1;Parent=gene-MM_RS02120;Dbxref=GenBank:WP_011032345.1,GeneID:1478733;Name=WP_011032345.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032345.1;locus_tag=MM_RS02120;product=PKD domain-containing protein;protein_id=WP_011032345.1;transl_table=11	196.66666666666669	283.5	72.0	136.0	154.36630391177	-0.366573885938623	0.220236665645718	-1.66445439438458	0.0960216576440238	0.285414068273187
sense	NC_003901.1	Protein Homology	CDS	504926	505177	.	+	0	ID=cds-WP_011032346.1;Parent=gene-MM_RS02125;Dbxref=GenBank:WP_011032346.1,GeneID:1478734;Name=WP_011032346.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF014774.5;locus_tag=MM_RS02125;product=heterodisulfide reductase-related iron-sulfur binding cluster;protein_id=WP_011032346.1;transl_table=11	7.033333333333333	5.833333333333333	1.6666666666666665	5.833333333333334	4.9011109927082	0.00120397554536532	0.273436707554371	0.00440312332654137	0.996486827230382	NA
sense	NC_003901.1	Protein Homology	CDS	505702	506238	.	-	0	ID=cds-WP_011024107.1;Parent=gene-MM_RS02130;Dbxref=GenBank:WP_011024107.1,GeneID:1478735;Name=WP_011024107.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011024107.1;locus_tag=MM_RS02130;product=UPF0228 family protein;protein_id=WP_011024107.1;transl_table=11	76.16666666666667	117.5	33.5	63.5	66.5388922236098	-0.14857076329922	0.270077198978231	-0.550104799151134	0.582247495198577	0.790562105811426
sense	NC_003901.1	Protein Homology	CDS	506266	507033	.	-	0	ID=cds-WP_226987673.1;Parent=gene-MM_RS02135;Dbxref=GenBank:WP_226987673.1,GeneID:1478736;Name=WP_226987673.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411065.1;locus_tag=MM_RS02135;product=C39 family peptidase;protein_id=WP_226987673.1;transl_table=11	268.16666666666663	350.5	92.5	159.0	194.793010968562	-0.454218495224504	0.205828089217884	-2.20678575480376	0.0273290307421033	0.119646825854359
sense	NC_003901.1	Protein Homology	CDS	507430	508689	.	-	0	ID=cds-WP_011032348.1;Parent=gene-MM_RS02140;Dbxref=GenBank:WP_011032348.1,GeneID:1478737;Name=WP_011032348.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032348.1;locus_tag=MM_RS02140;product=beta-propeller fold lactonase family protein;protein_id=WP_011032348.1;transl_table=11	319.22222222222223	435.5	184.0	260.0	284.532809528838	0.0444766386693234	0.187353945481122	0.237393659125289	0.812351408443292	0.911076057782879
sense	NC_003901.1	Protein Homology	CDS	508772	510205	.	-	0	ID=cds-MM_RS02145;Parent=gene-MM_RS02145;Dbxref=GeneID:1478738;Note=internal stop;Ontology_term=GO:0006313,GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;go_process=DNA transposition|0006313||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_086558292.1;locus_tag=MM_RS02145;product=IS66-like element ISMma13 family transposase;pseudo=true;transl_table=11	2433.181547618968	3501.9599567103223	1171.0101190476557	1738.4958333332588	2037.71074612249	-0.202224543337155	0.142515947785358	-1.41896080038511	0.155910444708061	0.380530878059293
sense	NC_003901.1	Protein Homology	CDS	510615	511823	.	-	0	ID=cds-WP_015411066.1;Parent=gene-MM_RS02155;Dbxref=GenBank:WP_015411066.1,GeneID:1478740;Name=WP_015411066.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411066.1;locus_tag=MM_RS02155;product=C39 family peptidase;protein_id=WP_015411066.1;transl_table=11	732.5	940.7500000000001	331.0	503.0	580.794175690411	-0.190271056449415	0.162234676942872	-1.1728137290674	0.240870511336646	0.493106039757486
sense	NC_003901.1	Protein Homology	CDS	512355	512657	.	+	0	ID=cds-WP_011032352.1;Parent=gene-MM_RS02160;Dbxref=GenBank:WP_011032352.1,GeneID:1478741;Name=WP_011032352.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF014774.5;locus_tag=MM_RS02160;product=heterodisulfide reductase-related iron-sulfur binding cluster;protein_id=WP_011032352.1;transl_table=11	8.033333333333331	13.250000000000002	4.333333333333334	5.25	6.81338139474771	-0.113950622433329	0.295695537257543	-0.385364701443164	0.699967231052991	NA
sense	NC_003901.1	Protein Homology	CDS	512752	513153	.	-	0	ID=cds-WP_011032353.1;Parent=gene-MM_RS02165;Dbxref=GenBank:WP_011032353.1,GeneID:1478742;Name=WP_011032353.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF017537.5;locus_tag=MM_RS02165;product=UPF0228 family protein;protein_id=WP_011032353.1;transl_table=11	67.53333333333333	112.0	47.0	72.0	71.3311066110289	0.174814854412905	0.265090608991656	0.659453215177486	0.509604779562474	0.741224094094849
sense	NC_003901.1	Protein Homology	CDS	513577	514113	.	-	0	ID=cds-WP_011032354.1;Parent=gene-MM_RS02170;Dbxref=GenBank:WP_011032354.1,GeneID:1478743;Name=WP_011032354.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011024107.1;locus_tag=MM_RS02170;product=UPF0228 family protein;protein_id=WP_011032354.1;transl_table=11	57.0	69.5	26.0	59.0	50.0272114930676	0.126923309169113	0.288313456700654	0.440226795591065	0.659772854328735	0.834258237291706
sense	NC_003901.1	Protein Homology	CDS	514140	515348	.	-	0	ID=cds-WP_011032355.1;Parent=gene-MM_RS02175;Dbxref=GenBank:WP_011032355.1,GeneID:1478744;Name=WP_011032355.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032355.1;locus_tag=MM_RS02175;product=C39 family peptidase;protein_id=WP_011032355.1;transl_table=11	219.66666666666669	276.4166666666667	105.0	171.5	181.240217911896	-0.0452807142403785	0.208146569999452	-0.21754244732689	0.827785630768812	0.922058879845541
sense	NC_003901.1	Protein Homology	CDS	515777	516079	.	+	0	ID=cds-WP_011032356.1;Parent=gene-MM_RS02180;Dbxref=GenBank:WP_011032356.1,GeneID:1478745;Name=WP_011032356.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF014774.5;locus_tag=MM_RS02180;product=heterodisulfide reductase-related iron-sulfur binding cluster;protein_id=WP_011032356.1;transl_table=11	125.53333333333333	170.16666666666669	120.0	192.5	155.2133273785	0.762194684416479	0.215894328296626	3.53040624286002	0.000414922043371796	0.00498420818215624
sense	NC_003901.1	Protein Homology	CDS	516076	516288	.	-	0	ID=cds-WP_011032357.1;Parent=gene-MM_RS02185;Dbxref=GenBank:WP_011032357.1,GeneID:1478746;Name=WP_011032357.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032357.1;locus_tag=MM_RS02185;product=hypothetical protein;protein_id=WP_011032357.1;transl_table=11	101.5	126.5	66.5	75.5	89.8967259326742	0.117785768552415	0.253797035543155	0.464094343341482	0.642580154319316	0.823912023659508
sense	NC_003901.1	Protein Homology	CDS	516267	517700	.	-	0	ID=cds-WP_011032358.1;Parent=gene-MM_RS02190;Dbxref=GenBank:WP_011032358.1,GeneID:1478747;Name=WP_011032358.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032358.1;locus_tag=MM_RS02190;product=beta-propeller fold lactonase family protein;protein_id=WP_011032358.1;transl_table=11	957.2777777777777	1325.5	360.5	699.0	755.586721684988	-0.310659225610902	0.165083648374365	-1.88182917369509	0.0598592133728416	0.206893969782842
sense	NC_003901.1	Protein Homology	CDS	517884	519122	.	-	0	ID=cds-WP_048038924.1;Parent=gene-MM_RS02195;Dbxref=GenBank:WP_048038924.1,GeneID:1478748;Name=WP_048038924.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411066.1;locus_tag=MM_RS02195;product=C39 family peptidase;protein_id=WP_048038924.1;transl_table=11	835.0	1149.75	588.0	774.5	814.927540246441	0.265713940695629	0.16055515737454	1.65496982495415	0.0979306189746005	0.288927613519674
sense	NC_003901.1	Protein Homology	CDS	519541	519843	.	+	0	ID=cds-WP_011032360.1;Parent=gene-MM_RS02200;Dbxref=GenBank:WP_011032360.1,GeneID:1478749;Name=WP_011032360.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF014774.5;locus_tag=MM_RS02200;product=heterodisulfide reductase-related iron-sulfur binding cluster;protein_id=WP_011032360.1;transl_table=11	362.03333333333325	486.9166666666665	260.1666666666667	477.41666666666663	390.887262519378	0.528138882460733	0.177651417616825	2.9728942754618	0.00295006047803593	0.0238124368521719
sense	NC_003901.1	Protein Homology	CDS	519959	520378	.	-	0	ID=cds-WP_011032361.1;Parent=gene-MM_RS02205;Dbxref=GenBank:WP_011032361.1,GeneID:1478750;Name=WP_011032361.1;Ontology_term=GO:0008615,GO:0004733,GO:0010181;gbkey=CDS;go_function=pyridoxamine phosphate oxidase activity|0004733||IEA,FMN binding|0010181||IEA;go_process=pyridoxine biosynthetic process|0008615||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011306942.1;locus_tag=MM_RS02205;product=pyridoxamine 5'-phosphate oxidase family protein;protein_id=WP_011032361.1;transl_table=11	54.333333333333336	76.0	41.0	62.0	57.3511264250457	0.357954685830332	0.276740358817902	1.29346759308739	0.195849385372865	0.435821299819126
sense	NC_003901.1	Protein Homology	CDS	520798	522030	.	+	0	ID=cds-WP_394295859.1;Parent=gene-MM_RS02210;Dbxref=GenBank:WP_394295859.1,GeneID:1478751;Name=WP_394295859.1;gbkey=CDS;gene=hacA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013899186.1;locus_tag=MM_RS02210;product=homoaconitase large subunit;protein_id=WP_394295859.1;transl_table=11	505.5	723.25	271.0	551.0	484.358784197545	0.175017723324182	0.178980578009954	0.977858744620032	0.328144191904484	0.584586809442935
sense	NC_003901.1	Protein Homology	CDS	522390	522581	.	+	0	ID=cds-WP_011032363.1;Parent=gene-MM_RS02215;Dbxref=GenBank:WP_011032363.1,GeneID:1478752;Name=WP_011032363.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032363.1;locus_tag=MM_RS02215;product=hypothetical protein;protein_id=WP_011032363.1;transl_table=11	1730.0	2101.0	1569.0	1865.0	1857.22229739695	0.628859632534444	0.163067154414474	3.85644573729451	0.000115047621823232	0.0017510127572782
sense	NC_003901.1	Protein Homology	CDS	522693	523691	.	-	0	ID=cds-WP_048045845.1;Parent=gene-MM_RS02220;Dbxref=GenBank:WP_048045845.1,GeneID:1478753;Name=WP_048045845.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411078.1;locus_tag=MM_RS02220;product=hypothetical protein;protein_id=WP_048045845.1;transl_table=11	77.0	110.0	25.0	39.0	55.1335643161543	-0.550942801145768	0.281428411229502	-1.95766589001734	0.0502692302287577	0.186631739814813
sense	NC_003901.1	Protein Homology	CDS	523918	525480	.	-	0	ID=cds-WP_048045846.1;Parent=gene-MM_RS02225;Dbxref=GenBank:WP_048045846.1,GeneID:1478754;Name=WP_048045846.1;gbkey=CDS;gene=flaJ;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411079.1;locus_tag=MM_RS02225;product=archaellar assembly protein FlaJ;protein_id=WP_048045846.1;transl_table=11	88.5	104.5	32.5	55.5	63.9397665684134	-0.267208331460807	0.272015436414126	-0.982327822947518	0.325938371756947	0.582361921756266
sense	NC_003901.1	Protein Homology	CDS	525477	527324	.	-	0	ID=cds-WP_011032366.1;Parent=gene-MM_RS02230;Dbxref=GenBank:WP_011032366.1,GeneID:1478755;Name=WP_011032366.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032366.1;locus_tag=MM_RS02230;product=type II/IV secretion system ATPase subunit;protein_id=WP_011032366.1;transl_table=11	51.1	61.0	20.0	29.0	36.863741762567	-0.265711537538919	0.302552094083477	-0.878234005763008	0.379816741249967	NA
