#Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	sense	antisense
NC_003901.1	Protein Homology	CDS	496300	498717	.	+	0	ID=cds-WP_011032341.1;Parent=gene-MM_RS02100;Dbxref=GenBank:WP_011032341.1,GeneID:1478729;Name=WP_011032341.1;Ontology_term=GO:0015948,GO:0016491,GO:0051539;gbkey=CDS;gene=hdrA;go_function=oxidoreductase activity|0016491||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA;go_process=methanogenesis|0015948||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411060.1;locus_tag=MM_RS02100;product=ferredoxin:CoB-CoM heterodisulfide reductase subunit HdrA;protein_id=WP_011032341.1;transl_table=11	10191.75	0
NC_003901.1	Protein Homology	CDS	498714	499424	.	+	0	ID=cds-WP_011032342.1;Parent=gene-MM_RS02105;Dbxref=GenBank:WP_011032342.1,GeneID:1478730;Name=WP_011032342.1;Ontology_term=GO:0015948,GO:0016491,GO:0051539;gbkey=CDS;gene=hdrC;go_function=oxidoreductase activity|0016491||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA;go_process=methanogenesis|0015948||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411061.1;locus_tag=MM_RS02105;product=ferredoxin:CoB-CoM heterodisulfide reductase subunit HdrC;protein_id=WP_011032342.1;transl_table=11	1168.0833333333333	0
NC_003901.1	Protein Homology	CDS	499378	500322	.	+	0	ID=cds-WP_011032343.1;Parent=gene-MM_RS02110;Dbxref=GenBank:WP_011032343.1,GeneID:1478731;Name=WP_011032343.1;Ontology_term=GO:0015948,GO:0016491,GO:0051539;gbkey=CDS;gene=hdrB;go_function=oxidoreductase activity|0016491||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA;go_process=methanogenesis|0015948||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011023064.1;locus_tag=MM_RS02110;product=ferredoxin:CoB-CoM heterodisulfide reductase subunit HdrB;protein_id=WP_011032343.1;transl_table=11	6415.516666666666	0
NC_003901.1	Protein Homology	CDS	500539	501882	.	-	0	ID=cds-WP_015411062.1;Parent=gene-MM_RS02115;Dbxref=GenBank:WP_015411062.1,GeneID:1478732;Name=WP_015411062.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411062.1;locus_tag=MM_RS02115;product=beta-propeller fold lactonase family protein;protein_id=WP_015411062.1;transl_table=11	75.55555555555556	0
NC_003901.1	Protein Homology	CDS	501994	504279	.	-	0	ID=cds-WP_011032345.1;Parent=gene-MM_RS02120;Dbxref=GenBank:WP_011032345.1,GeneID:1478733;Name=WP_011032345.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032345.1;locus_tag=MM_RS02120;product=PKD domain-containing protein;protein_id=WP_011032345.1;transl_table=11	196.66666666666669	0
NC_003901.1	Protein Homology	CDS	504926	505177	.	+	0	ID=cds-WP_011032346.1;Parent=gene-MM_RS02125;Dbxref=GenBank:WP_011032346.1,GeneID:1478734;Name=WP_011032346.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF014774.5;locus_tag=MM_RS02125;product=heterodisulfide reductase-related iron-sulfur binding cluster;protein_id=WP_011032346.1;transl_table=11	7.033333333333333	0
NC_003901.1	Protein Homology	CDS	505702	506238	.	-	0	ID=cds-WP_011024107.1;Parent=gene-MM_RS02130;Dbxref=GenBank:WP_011024107.1,GeneID:1478735;Name=WP_011024107.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011024107.1;locus_tag=MM_RS02130;product=UPF0228 family protein;protein_id=WP_011024107.1;transl_table=11	76.16666666666667	0
NC_003901.1	Protein Homology	CDS	506266	507033	.	-	0	ID=cds-WP_226987673.1;Parent=gene-MM_RS02135;Dbxref=GenBank:WP_226987673.1,GeneID:1478736;Name=WP_226987673.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411065.1;locus_tag=MM_RS02135;product=C39 family peptidase;protein_id=WP_226987673.1;transl_table=11	268.16666666666663	0
NC_003901.1	Protein Homology	CDS	507430	508689	.	-	0	ID=cds-WP_011032348.1;Parent=gene-MM_RS02140;Dbxref=GenBank:WP_011032348.1,GeneID:1478737;Name=WP_011032348.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032348.1;locus_tag=MM_RS02140;product=beta-propeller fold lactonase family protein;protein_id=WP_011032348.1;transl_table=11	319.22222222222223	0
NC_003901.1	Protein Homology	CDS	508772	510205	.	-	0	ID=cds-MM_RS02145;Parent=gene-MM_RS02145;Dbxref=GeneID:1478738;Note=internal stop;Ontology_term=GO:0006313,GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;go_process=DNA transposition|0006313||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_086558292.1;locus_tag=MM_RS02145;product=IS66-like element ISMma13 family transposase;pseudo=true;transl_table=11	2433.181547618968	0
NC_003901.1	Protein Homology	CDS	510615	511823	.	-	0	ID=cds-WP_015411066.1;Parent=gene-MM_RS02155;Dbxref=GenBank:WP_015411066.1,GeneID:1478740;Name=WP_015411066.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411066.1;locus_tag=MM_RS02155;product=C39 family peptidase;protein_id=WP_015411066.1;transl_table=11	732.5	0
NC_003901.1	Protein Homology	CDS	512355	512657	.	+	0	ID=cds-WP_011032352.1;Parent=gene-MM_RS02160;Dbxref=GenBank:WP_011032352.1,GeneID:1478741;Name=WP_011032352.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF014774.5;locus_tag=MM_RS02160;product=heterodisulfide reductase-related iron-sulfur binding cluster;protein_id=WP_011032352.1;transl_table=11	8.033333333333331	0
NC_003901.1	Protein Homology	CDS	512752	513153	.	-	0	ID=cds-WP_011032353.1;Parent=gene-MM_RS02165;Dbxref=GenBank:WP_011032353.1,GeneID:1478742;Name=WP_011032353.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF017537.5;locus_tag=MM_RS02165;product=UPF0228 family protein;protein_id=WP_011032353.1;transl_table=11	67.53333333333333	0
NC_003901.1	Protein Homology	CDS	513577	514113	.	-	0	ID=cds-WP_011032354.1;Parent=gene-MM_RS02170;Dbxref=GenBank:WP_011032354.1,GeneID:1478743;Name=WP_011032354.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011024107.1;locus_tag=MM_RS02170;product=UPF0228 family protein;protein_id=WP_011032354.1;transl_table=11	57.0	0
NC_003901.1	Protein Homology	CDS	514140	515348	.	-	0	ID=cds-WP_011032355.1;Parent=gene-MM_RS02175;Dbxref=GenBank:WP_011032355.1,GeneID:1478744;Name=WP_011032355.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032355.1;locus_tag=MM_RS02175;product=C39 family peptidase;protein_id=WP_011032355.1;transl_table=11	219.66666666666669	0
NC_003901.1	Protein Homology	CDS	515777	516079	.	+	0	ID=cds-WP_011032356.1;Parent=gene-MM_RS02180;Dbxref=GenBank:WP_011032356.1,GeneID:1478745;Name=WP_011032356.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF014774.5;locus_tag=MM_RS02180;product=heterodisulfide reductase-related iron-sulfur binding cluster;protein_id=WP_011032356.1;transl_table=11	125.53333333333333	0
NC_003901.1	Protein Homology	CDS	516076	516288	.	-	0	ID=cds-WP_011032357.1;Parent=gene-MM_RS02185;Dbxref=GenBank:WP_011032357.1,GeneID:1478746;Name=WP_011032357.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032357.1;locus_tag=MM_RS02185;product=hypothetical protein;protein_id=WP_011032357.1;transl_table=11	101.5	0
NC_003901.1	Protein Homology	CDS	516267	517700	.	-	0	ID=cds-WP_011032358.1;Parent=gene-MM_RS02190;Dbxref=GenBank:WP_011032358.1,GeneID:1478747;Name=WP_011032358.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032358.1;locus_tag=MM_RS02190;product=beta-propeller fold lactonase family protein;protein_id=WP_011032358.1;transl_table=11	957.2777777777777	0
NC_003901.1	Protein Homology	CDS	517884	519122	.	-	0	ID=cds-WP_048038924.1;Parent=gene-MM_RS02195;Dbxref=GenBank:WP_048038924.1,GeneID:1478748;Name=WP_048038924.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411066.1;locus_tag=MM_RS02195;product=C39 family peptidase;protein_id=WP_048038924.1;transl_table=11	835.0	0
NC_003901.1	Protein Homology	CDS	519541	519843	.	+	0	ID=cds-WP_011032360.1;Parent=gene-MM_RS02200;Dbxref=GenBank:WP_011032360.1,GeneID:1478749;Name=WP_011032360.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF014774.5;locus_tag=MM_RS02200;product=heterodisulfide reductase-related iron-sulfur binding cluster;protein_id=WP_011032360.1;transl_table=11	362.03333333333325	0
NC_003901.1	Protein Homology	CDS	519959	520378	.	-	0	ID=cds-WP_011032361.1;Parent=gene-MM_RS02205;Dbxref=GenBank:WP_011032361.1,GeneID:1478750;Name=WP_011032361.1;Ontology_term=GO:0008615,GO:0004733,GO:0010181;gbkey=CDS;go_function=pyridoxamine phosphate oxidase activity|0004733||IEA,FMN binding|0010181||IEA;go_process=pyridoxine biosynthetic process|0008615||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011306942.1;locus_tag=MM_RS02205;product=pyridoxamine 5'-phosphate oxidase family protein;protein_id=WP_011032361.1;transl_table=11	54.333333333333336	0
NC_003901.1	Protein Homology	CDS	520798	522030	.	+	0	ID=cds-WP_394295859.1;Parent=gene-MM_RS02210;Dbxref=GenBank:WP_394295859.1,GeneID:1478751;Name=WP_394295859.1;gbkey=CDS;gene=hacA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013899186.1;locus_tag=MM_RS02210;product=homoaconitase large subunit;protein_id=WP_394295859.1;transl_table=11	505.5	0
NC_003901.1	Protein Homology	CDS	522390	522581	.	+	0	ID=cds-WP_011032363.1;Parent=gene-MM_RS02215;Dbxref=GenBank:WP_011032363.1,GeneID:1478752;Name=WP_011032363.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032363.1;locus_tag=MM_RS02215;product=hypothetical protein;protein_id=WP_011032363.1;transl_table=11	1730.0	0
NC_003901.1	Protein Homology	CDS	522693	523691	.	-	0	ID=cds-WP_048045845.1;Parent=gene-MM_RS02220;Dbxref=GenBank:WP_048045845.1,GeneID:1478753;Name=WP_048045845.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411078.1;locus_tag=MM_RS02220;product=hypothetical protein;protein_id=WP_048045845.1;transl_table=11	77.0	0
NC_003901.1	Protein Homology	CDS	523918	525480	.	-	0	ID=cds-WP_048045846.1;Parent=gene-MM_RS02225;Dbxref=GenBank:WP_048045846.1,GeneID:1478754;Name=WP_048045846.1;gbkey=CDS;gene=flaJ;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411079.1;locus_tag=MM_RS02225;product=archaellar assembly protein FlaJ;protein_id=WP_048045846.1;transl_table=11	88.5	0
NC_003901.1	Protein Homology	CDS	525477	527324	.	-	0	ID=cds-WP_011032366.1;Parent=gene-MM_RS02230;Dbxref=GenBank:WP_011032366.1,GeneID:1478755;Name=WP_011032366.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032366.1;locus_tag=MM_RS02230;product=type II/IV secretion system ATPase subunit;protein_id=WP_011032366.1;transl_table=11	51.1	0
NC_003901.1	Protein Homology	CDS	527388	528182	.	-	0	ID=cds-WP_011032367.1;Parent=gene-MM_RS02235;Dbxref=GenBank:WP_011032367.1,GeneID:1478756;Name=WP_011032367.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032367.1;locus_tag=MM_RS02235;product=ATPase domain-containing protein;protein_id=WP_011032367.1;transl_table=11	40.5	0
NC_003901.1	Protein Homology	CDS	528444	528965	.	-	0	ID=cds-WP_011032368.1;Parent=gene-MM_RS02240;Dbxref=GenBank:WP_011032368.1,GeneID:1478757;Name=WP_011032368.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032368.1;locus_tag=MM_RS02240;product=hypothetical protein;protein_id=WP_011032368.1;transl_table=11	2.5	0
NC_003901.1	Protein Homology	CDS	528981	529472	.	-	0	ID=cds-WP_011032369.1;Parent=gene-MM_RS02245;Dbxref=GenBank:WP_011032369.1,GeneID:1478758;Name=WP_011032369.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF014028.5;locus_tag=MM_RS02245;product=hypothetical protein;protein_id=WP_011032369.1;transl_table=11	7.5	0
NC_003901.1	GeneMarkS-2+	CDS	529423	529629	.	+	0	ID=cds-WP_162009637.1;Parent=gene-MM_RS18770;Dbxref=GenBank:WP_162009637.1,GeneID:43837201;Name=WP_162009637.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS18770;product=hypothetical protein;protein_id=WP_162009637.1;transl_table=11	0	0
NC_003901.1	Protein Homology	CDS	529797	530573	.	-	0	ID=cds-WP_048045847.1;Parent=gene-MM_RS02250;Dbxref=GenBank:WP_048045847.1,GeneID:1478759;Name=WP_048045847.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411084.1;locus_tag=MM_RS02250;product=hypothetical protein;protein_id=WP_048045847.1;transl_table=11	2.2	0
NC_003901.1	Protein Homology	CDS	530648	531238	.	-	0	ID=cds-WP_011032371.1;Parent=gene-MM_RS02255;Dbxref=GenBank:WP_011032371.1,GeneID:1478760;Name=WP_011032371.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032371.1;locus_tag=MM_RS02255;product=archaellin/type IV pilin N-terminal domain-containing protein;protein_id=WP_011032371.1;transl_table=11	8.5	0
NC_003901.1	Protein Homology	CDS	531692	532543	.	-	0	ID=cds-WP_011032372.1;Parent=gene-MM_RS02260;Dbxref=GenBank:WP_011032372.1,GeneID:1478761;Name=WP_011032372.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032372.1;locus_tag=MM_RS02260;product=2-oxoacid:ferredoxin oxidoreductase subunit beta;protein_id=WP_011032372.1;transl_table=11	107.0	0
NC_003901.1	Protein Homology	CDS	532530	534269	.	-	0	ID=cds-WP_011032373.1;Parent=gene-MM_RS02265;Dbxref=GenBank:WP_011032373.1,GeneID:1478762;Name=WP_011032373.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032373.1;locus_tag=MM_RS02265;product=2-oxoacid:acceptor oxidoreductase subunit alpha;protein_id=WP_011032373.1;transl_table=11	169.5	0
NC_003901.1	GeneMarkS-2+	CDS	534752	534901	.	-	0	ID=cds-WP_015411087.1;Parent=gene-MM_RS18215;Dbxref=GenBank:WP_015411087.1,GeneID:43445791;Name=WP_015411087.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS18215;product=hypothetical protein;protein_id=WP_015411087.1;transl_table=11	45.0	0
NC_003901.1	Protein Homology	CDS	535416	536528	.	-	0	ID=cds-WP_048036549.1;Parent=gene-MM_RS02270;Dbxref=GenBank:WP_048036549.1,GeneID:1478763;Name=WP_048036549.1;gbkey=CDS;gene=tnpB;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011306035.1;locus_tag=MM_RS02270;product=IS200/IS605 family element RNA-guided endonuclease TnpB;protein_id=WP_048036549.1;transl_table=11	16175.0	0
NC_003901.1	Protein Homology	CDS	536556	536969	.	+	0	ID=cds-WP_011032375.1;Parent=gene-MM_RS02275;Dbxref=GenBank:WP_011032375.1,GeneID:1478764;Name=WP_011032375.1;Ontology_term=GO:0006313,GO:0004803;gbkey=CDS;gene=tnpA;go_function=transposase activity|0004803||IEA;go_process=DNA transposition|0006313||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032375.1;locus_tag=MM_RS02275;product=IS200/IS605-like element ISMma19 family transposase;protein_id=WP_011032375.1;transl_table=11	114.0	0
NC_003901.1	Protein Homology	CDS	537162	537572	.	-	0	ID=cds-WP_048042970.1;Parent=gene-MM_RS02280;Dbxref=GenBank:WP_048042970.1,GeneID:1478765;Name=WP_048042970.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032376.1;locus_tag=MM_RS02280;product=DUF1699 family protein;protein_id=WP_048042970.1;transl_table=11	1473.3333333333335	0
NC_003901.1	Protein Homology	CDS	537677	538978	.	-	0	ID=cds-WP_011032377.1;Parent=gene-MM_RS02285;Dbxref=GenBank:WP_011032377.1,GeneID:1478766;Name=WP_011032377.1;Ontology_term=GO:0000105,GO:0004399,GO:0046872,GO:0051287;gbkey=CDS;gene=hisD;go_function=histidinol dehydrogenase activity|0004399||IEA,metal ion binding|0046872||IEA,NAD binding|0051287||IEA;go_process=L-histidine biosynthetic process|0000105||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032377.1;locus_tag=MM_RS02285;product=histidinol dehydrogenase;protein_id=WP_011032377.1;transl_table=11	177.5	0
NC_003901.1	Protein Homology	CDS	539592	541784	.	-	0	ID=cds-WP_011032378.1;Parent=gene-MM_RS02290;Dbxref=GenBank:WP_011032378.1,GeneID:1478767;Name=WP_011032378.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032378.1;locus_tag=MM_RS02290;product=ATP-dependent DNA helicase;protein_id=WP_011032378.1;transl_table=11	482.0	0
NC_003901.1	Protein Homology	CDS	541958	543724	.	-	0	ID=cds-WP_011032379.1;Parent=gene-MM_RS02295;Dbxref=GenBank:WP_011032379.1,GeneID:1478768;Name=WP_011032379.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032379.1;locus_tag=MM_RS02295;product=ribosome biogenesis/translation initiation ATPase RLI;protein_id=WP_011032379.1;transl_table=11	1105.3333333333335	0
NC_003901.1	Protein Homology	CDS	544069	544482	.	-	0	ID=cds-WP_048038149.1;Parent=gene-MM_RS02300;Dbxref=GenBank:WP_048038149.1,GeneID:1478769;Name=WP_048038149.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411095.1;locus_tag=MM_RS02300;product=hypothetical protein;protein_id=WP_048038149.1;transl_table=11	402.5	0
NC_003901.1	Protein Homology	CDS	544639	545658	.	-	0	ID=cds-WP_011032381.1;Parent=gene-MM_RS02305;Dbxref=GenBank:WP_011032381.1,GeneID:1478770;Name=WP_011032381.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411096.1;locus_tag=MM_RS02305;product=MBL fold metallo-hydrolase;protein_id=WP_011032381.1;transl_table=11	353.5	0
NC_003901.1	Protein Homology	CDS	546056	547786	.	+	0	ID=cds-WP_011032382.1;Parent=gene-MM_RS02310;Dbxref=GenBank:WP_011032382.1,GeneID:1478771;Name=WP_011032382.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032382.1;locus_tag=MM_RS02310;product=type I restriction-modification system subunit M;protein_id=WP_011032382.1;transl_table=11	275.5	0
NC_003901.1	Protein Homology	CDS	547779	549098	.	+	0	ID=cds-WP_011032383.1;Parent=gene-MM_RS02315;Dbxref=GenBank:WP_011032383.1,GeneID:1478772;Name=WP_011032383.1;Ontology_term=GO:0006304,GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;go_process=DNA modification|0006304||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032383.1;locus_tag=MM_RS02315;product=restriction endonuclease subunit S;protein_id=WP_011032383.1;transl_table=11	213.33333333333334	0
NC_003901.1	Protein Homology	CDS	549109	552267	.	+	0	ID=cds-WP_011032384.1;Parent=gene-MM_RS02320;Dbxref=GenBank:WP_011032384.1,GeneID:1478773;Name=WP_011032384.1;Ontology_term=GO:0003677,GO:0004386,GO:0005524,GO:0009035,GO:0016887;gbkey=CDS;go_function=DNA binding|0003677||IEA,helicase activity|0004386||IEA,ATP binding|0005524||IEA,type I site-specific deoxyribonuclease activity|0009035||IEA,ATP hydrolysis activity|0016887||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032384.1;locus_tag=MM_RS02320;product=type I restriction endonuclease subunit R;protein_id=WP_011032384.1;transl_table=11	138.75	0
NC_003901.1	Protein Homology	CDS	552346	552924	.	+	0	ID=cds-WP_011032385.1;Parent=gene-MM_RS02325;Dbxref=GenBank:WP_011032385.1,GeneID:1478774;Name=WP_011032385.1;Ontology_term=GO:0006355,GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032385.1;locus_tag=MM_RS02325;product=TetR/AcrR family transcriptional regulator;protein_id=WP_011032385.1;transl_table=11	62.0	0
NC_003901.1	Protein Homology	CDS	553033	553830	.	+	0	ID=cds-WP_011032386.1;Parent=gene-MM_RS02330;Dbxref=GenBank:WP_011032386.1,GeneID:1478775;Name=WP_011032386.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032386.1;locus_tag=MM_RS02330;product=DUF1638 domain-containing protein;protein_id=WP_011032386.1;transl_table=11	28.0	0
NC_003901.1	Protein Homology	CDS	553883	554761	.	+	0	ID=cds-WP_011032387.1;Parent=gene-MM_RS02335;Dbxref=GenBank:WP_011032387.1,GeneID:1478776;Name=WP_011032387.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032387.1;locus_tag=MM_RS02335;product=DUF1638 domain-containing protein;protein_id=WP_011032387.1;transl_table=11	207.33333333333334	0
NC_003901.1	Protein Homology	CDS	554902	555309	.	-	0	ID=cds-WP_011032388.1;Parent=gene-MM_RS02340;Dbxref=GenBank:WP_011032388.1,GeneID:1478777;Name=WP_011032388.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011307044.1;locus_tag=MM_RS02340;product=DUF1699 family protein;protein_id=WP_011032388.1;transl_table=11	4891.833333333333	0
NC_003901.1	Protein Homology	CDS	556054	556320	.	-	0	ID=cds-WP_011032389.1;Parent=gene-MM_RS02345;Dbxref=GenBank:WP_011032389.1,GeneID:1478778;Name=WP_011032389.1;Ontology_term=GO:0015035;gbkey=CDS;gene=trxA;go_function=protein-disulfide reductase activity|0015035||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032389.1;locus_tag=MM_RS02345;product=thioredoxin;protein_id=WP_011032389.1;transl_table=11	417.0	0
NC_003901.1	Protein Homology	CDS	556588	557400	.	-	0	ID=cds-WP_011032390.1;Parent=gene-MM_RS02350;Dbxref=GenBank:WP_011032390.1,GeneID:1478779;Name=WP_011032390.1;Ontology_term=GO:0043773,GO:0046872;gbkey=CDS;gene=cofE;go_function=coenzyme F420-0 gamma-glutamyl ligase activity|0043773||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411103.1;locus_tag=MM_RS02350;product=coenzyme F420-0:L-glutamate ligase;protein_id=WP_011032390.1;transl_table=11	415.5	0
