locus_tag	ftype	length_bp	gene	EC_number	COG	product
IJOGNDPK_01087	CDS	1560				hypothetical protein
IJOGNDPK_01088	gene	633				
IJOGNDPK_01088	CDS	633				hypothetical protein
IJOGNDPK_01089	gene	555	yvqK			
IJOGNDPK_01089	CDS	555	yvqK	2.5.1.17	COG2096	Corrinoid adenosyltransferase
IJOGNDPK_01090	gene	222				
IJOGNDPK_01090	CDS	222				hypothetical protein
IJOGNDPK_01091	gene	2442	cshA_1			
IJOGNDPK_01091	CDS	2442	cshA_1	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshA
IJOGNDPK_01092	gene	498				
IJOGNDPK_01092	CDS	498				hypothetical protein
IJOGNDPK_01093	gene	1797	glaB			
IJOGNDPK_01093	CDS	1797	glaB	3.2.1.-		Alpha-1,3-galactosidase B
IJOGNDPK_01094	gene	2247				
IJOGNDPK_01094	CDS	2247				hypothetical protein
IJOGNDPK_01095	gene	204				
IJOGNDPK_01095	CDS	204				hypothetical protein
IJOGNDPK_01096	gene	561				
IJOGNDPK_01096	CDS	561				hypothetical protein
IJOGNDPK_01097	gene	2796				
IJOGNDPK_01097	CDS	2796				hypothetical protein
IJOGNDPK_01098	gene	954				
IJOGNDPK_01098	CDS	954				hypothetical protein
IJOGNDPK_01099	gene	1104				
IJOGNDPK_01099	CDS	1104				hypothetical protein
IJOGNDPK_01100	gene	309				
IJOGNDPK_01100	CDS	309				hypothetical protein
IJOGNDPK_01101	gene	225				
IJOGNDPK_01101	CDS	225				hypothetical protein
IJOGNDPK_01102	gene	159				
IJOGNDPK_01102	CDS	159				hypothetical protein
IJOGNDPK_01103	gene	282				
IJOGNDPK_01103	CDS	282				hypothetical protein
IJOGNDPK_01104	gene	1128				
IJOGNDPK_01104	CDS	1128				hypothetical protein
IJOGNDPK_01105	gene	156				
IJOGNDPK_01105	CDS	156				hypothetical protein
IJOGNDPK_01106	gene	348				
IJOGNDPK_01106	CDS	348				hypothetical protein
IJOGNDPK_01107	gene	3150				
IJOGNDPK_01107	CDS	3150				hypothetical protein
IJOGNDPK_01108	gene	153				
IJOGNDPK_01108	CDS	153				hypothetical protein
IJOGNDPK_01109	gene	948				
IJOGNDPK_01109	CDS	948				hypothetical protein
IJOGNDPK_01110	gene	3303				
IJOGNDPK_01110	CDS	3303				hypothetical protein
IJOGNDPK_01111	gene	342				
IJOGNDPK_01111	CDS	342				hypothetical protein
IJOGNDPK_01112	gene	465				
IJOGNDPK_01112	CDS	465		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
IJOGNDPK_01113	gene	2466	priA			
IJOGNDPK_01113	CDS	2466	priA	3.6.4.-		primosomal protein N'
IJOGNDPK_01114	gene	3030				
IJOGNDPK_01114	CDS	3030				hypothetical protein
IJOGNDPK_01115	gene	954				
IJOGNDPK_01115	CDS	954				hypothetical protein
IJOGNDPK_01116	gene	1539				
IJOGNDPK_01116	CDS	1539				hypothetical protein
IJOGNDPK_01117	gene	2883				
IJOGNDPK_01117	CDS	2883				hypothetical protein
IJOGNDPK_01118	gene	954				
IJOGNDPK_01118	CDS	954				hypothetical protein
IJOGNDPK_01119	gene	774				
IJOGNDPK_01119	CDS	774				hypothetical protein
IJOGNDPK_01120	gene	2061	rny_1			
IJOGNDPK_01120	CDS	2061	rny_1	3.1.-.-		Ribonuclease Y
IJOGNDPK_01121	gene	1527	gltX			
IJOGNDPK_01121	CDS	1527	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
IJOGNDPK_01122	gene	1221	waaA			
IJOGNDPK_01122	CDS	1221	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
IJOGNDPK_01123	gene	513	yrdA			
IJOGNDPK_01123	CDS	513	yrdA		COG0663	Protein YrdA
IJOGNDPK_01124	gene	1797				
IJOGNDPK_01124	CDS	1797				hypothetical protein
IJOGNDPK_01125	gene	192				
IJOGNDPK_01125	CDS	192				hypothetical protein
IJOGNDPK_01126	gene	885	xerD_2			
IJOGNDPK_01126	CDS	885	xerD_2			Tyrosine recombinase XerD
IJOGNDPK_01127	gene	300	hpf			
IJOGNDPK_01127	CDS	300	hpf			Ribosome hibernation promoting factor
IJOGNDPK_01128	gene	75				
IJOGNDPK_01128	tRNA	75				tRNA-Thr(tgt)
IJOGNDPK_01129	gene	84				
IJOGNDPK_01129	tRNA	84				tRNA-Tyr(gta)
IJOGNDPK_01130	gene	73				
IJOGNDPK_01130	tRNA	73				tRNA-Thr(ggt)
IJOGNDPK_01131	gene	1185	tufA			
IJOGNDPK_01131	CDS	1185	tufA		COG0050	Elongation factor Tu
IJOGNDPK_01132	gene	74				
IJOGNDPK_01132	tRNA	74				tRNA-Trp(cca)
IJOGNDPK_01133	gene	543	nusG			
IJOGNDPK_01133	CDS	543	nusG		COG0250	Transcription termination/antitermination protein NusG
IJOGNDPK_01134	gene	444	rplK			
IJOGNDPK_01134	CDS	444	rplK		COG0080	50S ribosomal protein L11
IJOGNDPK_01135	gene	699	rplA			
IJOGNDPK_01135	CDS	699	rplA			50S ribosomal protein L1
IJOGNDPK_01136	gene	522	rplJ			
IJOGNDPK_01136	CDS	522	rplJ		COG0244	50S ribosomal protein L10
IJOGNDPK_01137	gene	378	rplL			
IJOGNDPK_01137	CDS	378	rplL		COG0222	50S ribosomal protein L7/L12
IJOGNDPK_01138	gene	3813	rpoB			
IJOGNDPK_01138	CDS	3813	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
IJOGNDPK_01139	gene	4296	rpoC			
IJOGNDPK_01139	CDS	4296	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
IJOGNDPK_01140	gene	312				
IJOGNDPK_01140	CDS	312				hypothetical protein
IJOGNDPK_01141	gene	399	rpsL			
IJOGNDPK_01141	CDS	399	rpsL			30S ribosomal protein S12
IJOGNDPK_01142	gene	477	rpsG			
IJOGNDPK_01142	CDS	477	rpsG		COG0049	30S ribosomal protein S7
IJOGNDPK_01143	gene	2118	fusA_1			
IJOGNDPK_01143	CDS	2118	fusA_1		COG0480	Elongation factor G
IJOGNDPK_01144	gene	306	rpsJ			
IJOGNDPK_01144	CDS	306	rpsJ		COG0051	30S ribosomal protein S10
IJOGNDPK_01145	gene	618	rplC			
IJOGNDPK_01145	CDS	618	rplC		COG0087	50S ribosomal protein L3
IJOGNDPK_01146	gene	627	rplD			
IJOGNDPK_01146	CDS	627	rplD			50S ribosomal protein L4
IJOGNDPK_01147	gene	294	rplW			
IJOGNDPK_01147	CDS	294	rplW		COG0089	50S ribosomal protein L23
IJOGNDPK_01148	gene	825	rplB			
IJOGNDPK_01148	CDS	825	rplB		COG0090	50S ribosomal protein L2
IJOGNDPK_01149	gene	270	rpsS			
IJOGNDPK_01149	CDS	270	rpsS			30S ribosomal protein S19
IJOGNDPK_01150	gene	411	rplV			
IJOGNDPK_01150	CDS	411	rplV		COG0091	50S ribosomal protein L22
IJOGNDPK_01151	gene	732	rpsC			
IJOGNDPK_01151	CDS	732	rpsC		COG0092	30S ribosomal protein S3
IJOGNDPK_01152	gene	435	rplP			
IJOGNDPK_01152	CDS	435	rplP		COG0197	50S ribosomal protein L16
IJOGNDPK_01153	gene	198				
IJOGNDPK_01153	CDS	198				hypothetical protein
IJOGNDPK_01154	gene	258	rpsQ			
IJOGNDPK_01154	CDS	258	rpsQ			30S ribosomal protein S17
IJOGNDPK_01155	gene	366	rplN			
IJOGNDPK_01155	CDS	366	rplN		COG0093	50S ribosomal protein L14
IJOGNDPK_01156	gene	321	rplX			
IJOGNDPK_01156	CDS	321	rplX			50S ribosomal protein L24
IJOGNDPK_01157	gene	558	rplE			
IJOGNDPK_01157	CDS	558	rplE		COG0094	50S ribosomal protein L5
IJOGNDPK_01158	gene	300	rpsN			
IJOGNDPK_01158	CDS	300	rpsN		COG0199	30S ribosomal protein S14
IJOGNDPK_01159	gene	396	rpsH			
IJOGNDPK_01159	CDS	396	rpsH		COG0096	30S ribosomal protein S8
IJOGNDPK_01160	gene	570	rplF			
IJOGNDPK_01160	CDS	570	rplF		COG0097	50S ribosomal protein L6
IJOGNDPK_01161	gene	345	rplR			
IJOGNDPK_01161	CDS	345	rplR		COG0256	50S ribosomal protein L18
IJOGNDPK_01162	gene	519	rpsE			
IJOGNDPK_01162	CDS	519	rpsE		COG0098	30S ribosomal protein S5
IJOGNDPK_01163	gene	177	rpmD			
IJOGNDPK_01163	CDS	177	rpmD		COG1841	50S ribosomal protein L30
IJOGNDPK_01164	gene	447	rplO			
IJOGNDPK_01164	CDS	447	rplO			50S ribosomal protein L15
IJOGNDPK_01165	gene	1344	secY			
IJOGNDPK_01165	CDS	1344	secY		COG0201	Protein translocase subunit SecY
IJOGNDPK_01166	gene	801	map_1			
IJOGNDPK_01166	CDS	801	map_1	3.4.11.18	COG0024	Methionine aminopeptidase 1
IJOGNDPK_01167	gene	219	infA			
IJOGNDPK_01167	CDS	219	infA			Translation initiation factor IF-1
IJOGNDPK_01168	gene	117	rpmJ			
IJOGNDPK_01168	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
IJOGNDPK_01169	gene	381	rpsM			
IJOGNDPK_01169	CDS	381	rpsM			30S ribosomal protein S13
IJOGNDPK_01170	gene	390	rpsK			
IJOGNDPK_01170	CDS	390	rpsK			30S ribosomal protein S11
IJOGNDPK_01171	gene	606	rpsD			
IJOGNDPK_01171	CDS	606	rpsD			30S ribosomal protein S4
IJOGNDPK_01172	gene	993	rpoA			
IJOGNDPK_01172	CDS	993	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
IJOGNDPK_01173	gene	504				
IJOGNDPK_01173	CDS	504				hypothetical protein
IJOGNDPK_01174	gene	108				
IJOGNDPK_01174	CDS	108				hypothetical protein
IJOGNDPK_01175	gene	525				
IJOGNDPK_01175	CDS	525				hypothetical protein
IJOGNDPK_01176	gene	399				
IJOGNDPK_01176	CDS	399				hypothetical protein
IJOGNDPK_01177	gene	414				
IJOGNDPK_01177	CDS	414				hypothetical protein
IJOGNDPK_01178	gene	540				
IJOGNDPK_01178	CDS	540				hypothetical protein
IJOGNDPK_01179	gene	1914	mutS_2			
IJOGNDPK_01179	CDS	1914	mutS_2			DNA mismatch repair protein MutS
IJOGNDPK_01180	gene	702				
IJOGNDPK_01180	CDS	702				hypothetical protein
IJOGNDPK_01181	gene	453				
IJOGNDPK_01181	CDS	453				hypothetical protein
IJOGNDPK_01182	gene	1032				
IJOGNDPK_01182	CDS	1032				hypothetical protein
IJOGNDPK_01183	gene	1296				
IJOGNDPK_01183	CDS	1296				hypothetical protein
IJOGNDPK_01184	gene	900				
IJOGNDPK_01184	CDS	900				hypothetical protein
IJOGNDPK_01185	gene	1584				
IJOGNDPK_01185	CDS	1584				hypothetical protein
IJOGNDPK_01186	gene	3333				
IJOGNDPK_01186	CDS	3333				hypothetical protein
IJOGNDPK_01187	gene	120				
IJOGNDPK_01187	CDS	120				hypothetical protein
IJOGNDPK_01188	gene	666				
IJOGNDPK_01188	CDS	666				hypothetical protein
IJOGNDPK_01189	gene	1362				
IJOGNDPK_01189	CDS	1362				hypothetical protein
IJOGNDPK_01190	gene	1017	ttgA_2			
IJOGNDPK_01190	CDS	1017	ttgA_2			putative efflux pump periplasmic linker TtgA
IJOGNDPK_01191	gene	3171	mdtC_2			
IJOGNDPK_01191	CDS	3171	mdtC_2			Multidrug resistance protein MdtC
IJOGNDPK_01192	gene	294				
IJOGNDPK_01192	CDS	294				hypothetical protein
IJOGNDPK_01193	gene	1374				
IJOGNDPK_01193	CDS	1374				hypothetical protein
IJOGNDPK_01194	gene	927				
IJOGNDPK_01194	CDS	927				hypothetical protein
IJOGNDPK_01195	gene	1509				
IJOGNDPK_01195	CDS	1509				hypothetical protein
IJOGNDPK_01196	gene	720				
IJOGNDPK_01196	CDS	720				hypothetical protein
IJOGNDPK_01197	gene	1523				
IJOGNDPK_01197	rRNA	1523				16S ribosomal RNA
IJOGNDPK_01198	gene	75				
IJOGNDPK_01198	tRNA	75				tRNA-Ile(gat)
IJOGNDPK_01199	gene	75				
IJOGNDPK_01199	tRNA	75				tRNA-Ala(tgc)
IJOGNDPK_01200	gene	2869				
IJOGNDPK_01200	rRNA	2869				23S ribosomal RNA
IJOGNDPK_01201	gene	106				
IJOGNDPK_01201	rRNA	106				5S ribosomal RNA
IJOGNDPK_01202	gene	132				
IJOGNDPK_01202	CDS	132				hypothetical protein
IJOGNDPK_01203	gene	858	btuD_2			
IJOGNDPK_01203	CDS	858	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IJOGNDPK_01204	gene	846				
IJOGNDPK_01204	CDS	846				hypothetical protein
IJOGNDPK_01205	gene	369	ytrA			
IJOGNDPK_01205	CDS	369	ytrA		COG1725	HTH-type transcriptional repressor YtrA
IJOGNDPK_01206	gene	831				
IJOGNDPK_01206	CDS	831				hypothetical protein
IJOGNDPK_01207	gene	1311	dcuA			
IJOGNDPK_01207	CDS	1311	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
IJOGNDPK_01208	gene	102				
IJOGNDPK_01208	CDS	102				hypothetical protein
IJOGNDPK_01209	gene	99				
IJOGNDPK_01209	CDS	99				hypothetical protein
IJOGNDPK_01210	gene	177				
IJOGNDPK_01210	CDS	177				hypothetical protein
IJOGNDPK_01211	gene	126				
IJOGNDPK_01211	CDS	126				hypothetical protein
IJOGNDPK_01212	gene	1548				
IJOGNDPK_01212	CDS	1548		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
IJOGNDPK_01213	gene	74				
IJOGNDPK_01213	tRNA	74				tRNA-Met(cat)
IJOGNDPK_01214	gene	273				
IJOGNDPK_01214	CDS	273				hypothetical protein
IJOGNDPK_01215	gene	537				
IJOGNDPK_01215	CDS	537			COG3385	IS4 family transposase ISCARN70
IJOGNDPK_01216	gene	117				
IJOGNDPK_01216	CDS	117				hypothetical protein
IJOGNDPK_01217	gene	795	aes			
IJOGNDPK_01217	CDS	795	aes	3.1.1.-		Acetyl esterase
IJOGNDPK_01218	gene	678				
IJOGNDPK_01218	CDS	678				hypothetical protein
IJOGNDPK_01219	gene	213				
IJOGNDPK_01219	CDS	213				hypothetical protein
IJOGNDPK_01220	gene	315				
IJOGNDPK_01220	CDS	315				hypothetical protein
IJOGNDPK_01221	gene	1671				
IJOGNDPK_01221	CDS	1671				SusD-like protein P25
IJOGNDPK_01222	gene	3198				
IJOGNDPK_01222	CDS	3198				TonB-dependent receptor P3
IJOGNDPK_01223	gene	3849	rcsC_11			
IJOGNDPK_01223	CDS	3849	rcsC_11	2.7.13.3		Sensor histidine kinase RcsC
IJOGNDPK_01224	gene	585	qacR			
IJOGNDPK_01224	CDS	585	qacR			HTH-type transcriptional regulator QacR
IJOGNDPK_01225	gene	747	fabG_1			
IJOGNDPK_01225	CDS	747	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IJOGNDPK_01226	gene	672	rluD_2			
IJOGNDPK_01226	CDS	672	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
IJOGNDPK_01227	gene	2538	tolB			
IJOGNDPK_01227	CDS	2538	tolB			Tol-Pal system protein TolB
IJOGNDPK_01228	gene	183				
IJOGNDPK_01228	CDS	183				hypothetical protein
IJOGNDPK_01229	gene	1344	zraR_2			
IJOGNDPK_01229	CDS	1344	zraR_2		COG2204	Transcriptional regulatory protein ZraR
IJOGNDPK_01230	gene	840				
IJOGNDPK_01230	CDS	840		5.2.1.8		Putative peptidyl-prolyl cis-trans isomerase
IJOGNDPK_01231	gene	1239				
IJOGNDPK_01231	CDS	1239		3.4.24.-	COG0612	putative zinc protease
IJOGNDPK_01232	gene	1344	norM			
IJOGNDPK_01232	CDS	1344	norM		COG0534	Multidrug resistance protein NorM
IJOGNDPK_01233	gene	2346	rcsC_12			
IJOGNDPK_01233	CDS	2346	rcsC_12	2.7.13.3		Sensor histidine kinase RcsC
IJOGNDPK_01234	gene	1119				
IJOGNDPK_01234	CDS	1119				hypothetical protein
IJOGNDPK_01235	gene	255				
IJOGNDPK_01235	CDS	255				hypothetical protein
IJOGNDPK_01236	gene	4611				
IJOGNDPK_01236	CDS	4611				hypothetical protein
IJOGNDPK_01237	gene	2355	bamA_2			
IJOGNDPK_01237	CDS	2355	bamA_2			Outer membrane protein assembly factor BamA
IJOGNDPK_01238	gene	912				
IJOGNDPK_01238	CDS	912				hypothetical protein
IJOGNDPK_01239	gene	171				
IJOGNDPK_01239	CDS	171				hypothetical protein
IJOGNDPK_01240	gene	1962	yheS_1			
IJOGNDPK_01240	CDS	1962	yheS_1		COG0488	putative ABC transporter ATP-binding protein YheS
IJOGNDPK_01241	gene	2043	pepO			
IJOGNDPK_01241	CDS	2043	pepO	3.4.24.-	COG3590	Neutral endopeptidase
IJOGNDPK_01242	gene	1524	purH			
IJOGNDPK_01242	CDS	1524	purH		COG0138	Bifunctional purine biosynthesis protein PurH
IJOGNDPK_01243	gene	1023	mbl			
IJOGNDPK_01243	CDS	1023	mbl		COG1077	Cell shape-determining protein Mbl
IJOGNDPK_01244	gene	843	mreC			
IJOGNDPK_01244	CDS	843	mreC		COG1792	Cell shape-determining protein MreC
IJOGNDPK_01245	gene	504				
IJOGNDPK_01245	CDS	504				hypothetical protein
IJOGNDPK_01246	gene	1854	mrdA			
IJOGNDPK_01246	CDS	1854	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
IJOGNDPK_01247	gene	1458	mrdB			
IJOGNDPK_01247	CDS	1458	mrdB	2.4.1.129		Peptidoglycan glycosyltransferase MrdB
IJOGNDPK_01248	gene	504	gldH			
IJOGNDPK_01248	CDS	504	gldH			Gliding motility lipoprotein GldH
IJOGNDPK_01249	gene	1365				
IJOGNDPK_01249	CDS	1365				hypothetical protein
IJOGNDPK_01250	gene	1128				
IJOGNDPK_01250	CDS	1128				hypothetical protein
IJOGNDPK_01251	gene	954	metF			
IJOGNDPK_01251	CDS	954	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
IJOGNDPK_01252	gene	1908				
IJOGNDPK_01252	CDS	1908				hypothetical protein
IJOGNDPK_01253	gene	918	metAA			
IJOGNDPK_01253	CDS	918	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
IJOGNDPK_01254	gene	1866	rlhA			
IJOGNDPK_01254	CDS	1866	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
IJOGNDPK_01255	gene	1056				
IJOGNDPK_01255	CDS	1056				hypothetical protein
IJOGNDPK_01256	gene	2409	btuB_1			
IJOGNDPK_01256	CDS	2409	btuB_1			Vitamin B12 transporter BtuB
IJOGNDPK_01257	gene	612				
IJOGNDPK_01257	CDS	612				hypothetical protein
IJOGNDPK_01258	gene	1581				
IJOGNDPK_01258	CDS	1581				hypothetical protein
IJOGNDPK_01259	gene	1368	radA			
IJOGNDPK_01259	CDS	1368	radA	3.6.4.-	COG1066	DNA repair protein RadA
IJOGNDPK_01260	gene	543	csh			
IJOGNDPK_01260	CDS	543	csh	3.13.1.5		Carbon disulfide hydrolase
IJOGNDPK_01261	gene	1068	ansA_1			
IJOGNDPK_01261	CDS	1068	ansA_1	3.5.1.1	COG0252	L-asparaginase 1
IJOGNDPK_01262	gene	114				
IJOGNDPK_01262	CDS	114				hypothetical protein
IJOGNDPK_01263	gene	2433	thrA			
IJOGNDPK_01263	CDS	2433	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
IJOGNDPK_01264	gene	1251	apgM			
IJOGNDPK_01264	CDS	1251	apgM			2,3-bisphosphoglycerate-independent phosphoglycerate mutase
IJOGNDPK_01265	gene	1302	thrC			
IJOGNDPK_01265	CDS	1302	thrC	4.2.3.1	COG0498	Threonine synthase
IJOGNDPK_01266	gene	615				
IJOGNDPK_01266	CDS	615				hypothetical protein
IJOGNDPK_01267	gene	588	pnuC			
IJOGNDPK_01267	CDS	588	pnuC		COG3201	Nicotinamide riboside transporter PnuC
IJOGNDPK_01268	gene	2313	btuB_2			
IJOGNDPK_01268	CDS	2313	btuB_2			Vitamin B12 transporter BtuB
IJOGNDPK_01269	gene	867	mscS			
IJOGNDPK_01269	CDS	867	mscS		COG0668	Small-conductance mechanosensitive channel
IJOGNDPK_01270	gene	1890				
IJOGNDPK_01270	CDS	1890				hypothetical protein
IJOGNDPK_01271	gene	747				
IJOGNDPK_01271	CDS	747				hypothetical protein
IJOGNDPK_01272	gene	2472				
IJOGNDPK_01272	CDS	2472				hypothetical protein
IJOGNDPK_01273	gene	1884				
IJOGNDPK_01273	CDS	1884				hypothetical protein
IJOGNDPK_01274	gene	1548	atsA_1			
IJOGNDPK_01274	CDS	1548	atsA_1	3.1.6.1	COG3119	Arylsulfatase
IJOGNDPK_01275	gene	114				
IJOGNDPK_01275	CDS	114				hypothetical protein
IJOGNDPK_01276	gene	375				
IJOGNDPK_01276	CDS	375				hypothetical protein
IJOGNDPK_01277	gene	93				
IJOGNDPK_01277	CDS	93				hypothetical protein
IJOGNDPK_01278	gene	630	rpoE			
IJOGNDPK_01278	CDS	630	rpoE		COG1595	ECF RNA polymerase sigma-E factor
IJOGNDPK_01279	gene	1014				
IJOGNDPK_01279	CDS	1014				hypothetical protein
IJOGNDPK_01280	gene	228				
IJOGNDPK_01280	CDS	228				hypothetical protein
IJOGNDPK_01281	gene	3384				
IJOGNDPK_01281	CDS	3384				TonB-dependent receptor P3
IJOGNDPK_01282	gene	1539				
IJOGNDPK_01282	CDS	1539				hypothetical protein
IJOGNDPK_01283	gene	1578				
IJOGNDPK_01283	CDS	1578				hypothetical protein
IJOGNDPK_01284	gene	1608				
IJOGNDPK_01284	CDS	1608				hypothetical protein
IJOGNDPK_01285	gene	1719				
IJOGNDPK_01285	CDS	1719				hypothetical protein
IJOGNDPK_01286	gene	174				
IJOGNDPK_01286	CDS	174				hypothetical protein
IJOGNDPK_01287	gene	507				
IJOGNDPK_01287	CDS	507				hypothetical protein
IJOGNDPK_01288	gene	210				
IJOGNDPK_01288	CDS	210				hypothetical protein
IJOGNDPK_01289	gene	2310				
IJOGNDPK_01289	CDS	2310				hypothetical protein
IJOGNDPK_01290	gene	1935				
IJOGNDPK_01290	CDS	1935		3.2.1.22		Retaining alpha-galactosidase
IJOGNDPK_01291	gene	2172				
IJOGNDPK_01291	CDS	2172				hypothetical protein
IJOGNDPK_01292	gene	2016				
IJOGNDPK_01292	CDS	2016				hypothetical protein
IJOGNDPK_01293	gene	1521				
IJOGNDPK_01293	CDS	1521				SusD-like protein P25
IJOGNDPK_01294	gene	3423				
IJOGNDPK_01294	CDS	3423				TonB-dependent receptor P3
IJOGNDPK_01295	gene	936				
IJOGNDPK_01295	CDS	936				hypothetical protein
IJOGNDPK_01296	gene	582				
IJOGNDPK_01296	CDS	582				hypothetical protein
IJOGNDPK_01297	gene	186				
IJOGNDPK_01297	CDS	186				hypothetical protein
IJOGNDPK_01298	gene	240				
IJOGNDPK_01298	CDS	240				hypothetical protein
IJOGNDPK_01299	gene	807	COQ5			
IJOGNDPK_01299	CDS	807	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
IJOGNDPK_01300	gene	192				
IJOGNDPK_01300	CDS	192				hypothetical protein
IJOGNDPK_01301	gene	447				
IJOGNDPK_01301	CDS	447				hypothetical protein
IJOGNDPK_01302	gene	1674				
IJOGNDPK_01302	CDS	1674				hypothetical protein
IJOGNDPK_01303	gene	483				
IJOGNDPK_01303	CDS	483				hypothetical protein
IJOGNDPK_01304	gene	219				
IJOGNDPK_01304	CDS	219				hypothetical protein
IJOGNDPK_01305	gene	213				
IJOGNDPK_01305	CDS	213				hypothetical protein
IJOGNDPK_01306	gene	534				
IJOGNDPK_01306	CDS	534				hypothetical protein
IJOGNDPK_01307	gene	522				
IJOGNDPK_01307	CDS	522				hypothetical protein
IJOGNDPK_01308	gene	1221	xerC_6			
IJOGNDPK_01308	CDS	1221	xerC_6			Tyrosine recombinase XerC
IJOGNDPK_01309	gene	74				
IJOGNDPK_01309	tRNA	74				tRNA-Lys(ttt)
IJOGNDPK_01310	gene	1116				
IJOGNDPK_01310	CDS	1116				hypothetical protein
IJOGNDPK_01311	gene	606	tdk			
IJOGNDPK_01311	CDS	606	tdk	2.7.1.21	COG1435	Thymidine kinase
IJOGNDPK_01312	gene	687				
IJOGNDPK_01312	CDS	687				hypothetical protein
IJOGNDPK_01313	gene	675	rsmI_1			
IJOGNDPK_01313	CDS	675	rsmI_1	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
IJOGNDPK_01314	gene	879				
IJOGNDPK_01314	CDS	879				hypothetical protein
IJOGNDPK_01315	gene	699	yjjG			
IJOGNDPK_01315	CDS	699	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
IJOGNDPK_01316	gene	666				
IJOGNDPK_01316	CDS	666				hypothetical protein
IJOGNDPK_01317	gene	1518				
IJOGNDPK_01317	CDS	1518				SusD-like protein
IJOGNDPK_01318	gene	2799				
IJOGNDPK_01318	CDS	2799				TonB-dependent receptor P3
IJOGNDPK_01319	gene	243				
IJOGNDPK_01319	CDS	243				hypothetical protein
IJOGNDPK_01320	gene	492				
IJOGNDPK_01320	CDS	492				hypothetical protein
IJOGNDPK_01321	gene	234				
IJOGNDPK_01321	CDS	234				hypothetical protein
IJOGNDPK_01322	gene	777				
IJOGNDPK_01322	CDS	777				hypothetical protein
IJOGNDPK_01323	gene	1530				
IJOGNDPK_01323	CDS	1530				hypothetical protein
IJOGNDPK_01324	gene	2904				
IJOGNDPK_01324	CDS	2904				TonB-dependent receptor P3
IJOGNDPK_01325	gene	1599				
IJOGNDPK_01325	CDS	1599				hypothetical protein
IJOGNDPK_01326	gene	2922				
IJOGNDPK_01326	CDS	2922				TonB-dependent receptor P39
IJOGNDPK_01327	gene	1191	xerC_7			
IJOGNDPK_01327	CDS	1191	xerC_7			Tyrosine recombinase XerC
IJOGNDPK_01328	gene	3189				
IJOGNDPK_01328	CDS	3189				TonB-dependent receptor P3
IJOGNDPK_01329	gene	1641				
IJOGNDPK_01329	CDS	1641				hypothetical protein
IJOGNDPK_01330	gene	585				
IJOGNDPK_01330	CDS	585				hypothetical protein
IJOGNDPK_01331	gene	192				
IJOGNDPK_01331	CDS	192				hypothetical protein
IJOGNDPK_01332	gene	2976				
IJOGNDPK_01332	CDS	2976				TonB-dependent receptor P26
IJOGNDPK_01333	gene	1635				
IJOGNDPK_01333	CDS	1635				hypothetical protein
IJOGNDPK_01334	gene	777				
IJOGNDPK_01334	CDS	777				hypothetical protein
IJOGNDPK_01335	gene	180				
IJOGNDPK_01335	CDS	180				hypothetical protein
IJOGNDPK_01336	gene	234				
IJOGNDPK_01336	CDS	234				hypothetical protein
IJOGNDPK_01337	gene	1221				
IJOGNDPK_01337	CDS	1221				hypothetical protein
IJOGNDPK_01338	gene	1164				
IJOGNDPK_01338	CDS	1164			COG3385	IS4 family transposase ISPosp4
IJOGNDPK_01339	gene	2751	susC_8			
IJOGNDPK_01339	CDS	2751	susC_8			TonB-dependent receptor SusC
IJOGNDPK_01340	gene	1533				
IJOGNDPK_01340	CDS	1533				SusD-like protein P2
IJOGNDPK_01341	gene	909				
IJOGNDPK_01341	CDS	909				hypothetical protein
IJOGNDPK_01342	gene	1620				
IJOGNDPK_01342	CDS	1620				hypothetical protein
IJOGNDPK_01343	gene	1125				
IJOGNDPK_01343	CDS	1125				hypothetical protein
IJOGNDPK_01344	gene	1257	hflX			
IJOGNDPK_01344	CDS	1257	hflX		COG2262	GTPase HflX
IJOGNDPK_01345	gene	1992				
IJOGNDPK_01345	CDS	1992				hypothetical protein
IJOGNDPK_01346	gene	1641	fumB			
